Canonical_SMILES,Standardized_SMILES,Toxicity_Value
CCCCN(C(=O)c1c(C)[nH]c(C(=O)OCC)c1C)c1ccccc1,CCCCN(C(=O)c1c(C)[nH]c(C(=O)OCC)c1C)c1ccccc1,1
COc1ccc(Cn2nnnc2C(c2ccccc2Cl)N2CCC(C(N)=O)CC2)cc1,COc1ccc(Cn2nnnc2C(c2ccccc2Cl)N2CCC(C(N)=O)CC2)cc1,1
COc1ccc2cc3cc(C(=O)NCCc4ccc(OC)c(OC)c4)oc3nc2c1,COc1ccc2cc3cc(C(=O)NCCc4ccc(OC)c(OC)c4)oc3nc2c1,1
NC(=O)N[C@@H](CCC(=O)O)C(=O)O,NC(=O)N[C@@H](CCC(=O)O)C(=O)O,0
CCN(Cc1cc(Cl)cc(C)c1O)Cc1c(O)ccc2ccccc12,CCN(Cc1cc(Cl)cc(C)c1O)Cc1c(O)ccc2ccccc12,1
CC(=O)OC[C@@H]1O[C@@H](O/N=C2/C[C@@H](O)[C@@H](O)[C@@H]3[C@@H]4C(=O)N(c5cccc(Oc6ccccc6)c5)C(=O)[C@H]4CC[C@@H]23)[C@H](OC(C)=O)[C@H](OC(C)=O)[C@@H]1OC(C)=O,CC(=O)OC[C@@H]1O[C@@H](O/N=C2/C[C@@H](O)[C@@H](O)[C@@H]3[C@@H]4C(=O)N(c5cccc(Oc6ccccc6)c5)C(=O)[C@H]4CC[C@@H]23)[C@H](OC(C)=O)[C@H](OC(C)=O)[C@@H]1OC(C)=O,0
COc1ccc(OC)c2nc(O)c(CCNS(=O)(=O)c3ccccc3)cc12,COc1ccc(OC)c2nc(O)c(CCNS(=O)(=O)c3ccccc3)cc12,0
CC(C)NC(=O)C(C)n1cccc1C(=O)c1ccccc1,CC(C)NC(=O)C(C)n1cccc1C(=O)c1ccccc1,1
CCOC(=O)c1c(O)nc(O)c(CC)c1C,CCOC(=O)c1c(O)nc(O)c(CC)c1C,0
COc1cc(/C=C(/C#N)c2nc3ccccc3[nH]2)ccc1Oc1ncccc1[N+](=O)[O-],COc1cc(/C=C(/C#N)c2nc3ccccc3[nH]2)ccc1Oc1ncccc1[N+](=O)[O-],1
CCCC(=O)C(=O)O,CCCC(=O)C(=O)O,0
Cc1cc(C=O)c(C)n1-c1ccc(NC2CCCC2)c([N+](=O)[O-])c1,Cc1cc(C=O)c(C)n1-c1ccc(NC2CCCC2)c([N+](=O)[O-])c1,1
COC(=O)[C@@H]1CC[C@H](C)[C@@H](c2ccc(C)cc2)N1C(=O)c1ccc(/C=N\OC[C@@H]2O[C@H](c3ccccc3)C=C[C@@H]2Oc2ccc(OC)cc2)cc1,COC(=O)[C@@H]1CC[C@H](C)[C@@H](c2ccc(C)cc2)N1C(=O)c1ccc(/C=N\OC[C@@H]2O[C@H](c3ccccc3)C=C[C@@H]2Oc2ccc(OC)cc2)cc1,1
COc1ccc2nc(O)c(CN(CCO)C(=O)c3cccs3)cc2c1,COc1ccc2nc(O)c(CN(CCO)C(=O)c3cccs3)cc2c1,0
C/C(=N\OC(=O)c1ccc(F)cc1)c1nccs1,C/C(=N\OC(=O)c1ccc(F)cc1)c1nccs1,1
CCc1ccc(N(C(=O)c2csnn2)C(C(=O)NCc2ccccc2)c2ccco2)cc1,CCc1ccc(N(C(=O)c2csnn2)C(C(=O)NCc2ccccc2)c2ccco2)cc1,1
COc1ccc(N2CCN(c3oc(Cc4cccc5ccccc45)nc3C#N)CC2)cc1,COc1ccc(N2CCN(c3oc(Cc4cccc5ccccc45)nc3C#N)CC2)cc1,1
O=C1N(c2ccccc2)c2ccccc2C1(Cc1ccncc1)Cc1ccncc1,O=C1N(c2ccccc2)c2ccccc2C1(Cc1ccncc1)Cc1ccncc1,0
CN(C)c1nc(-c2cccc(NS(C)(=O)=O)c2)nc2ccccc12,CN(C)c1nc(-c2cccc(NS(C)(=O)=O)c2)nc2ccccc12,1
Cc1cc(/C=N/n2cnnc2)c(C)n1-c1ccc(OCc2ccccc2F)cc1,Cc1cc(/C=N/n2cnnc2)c(C)n1-c1ccc(OCc2ccccc2F)cc1,1
CCCCCCCCCCCCCCCCCCOC[C@@H](COP(=O)([O-])OCC[N+](C)(C)C)OC,CCCCCCCCCCCCCCCCCCOC[C@@H](COP(=O)([O-])OCC[N+](C)(C)C)OC,0
COc1cc(C(=O)OC(C)C(=O)Nc2ccc3c(c2)OCO3)ccc1OCc1c(C)noc1C,COc1cc(C(=O)OC(C)C(=O)Nc2ccc3c(c2)OCO3)ccc1OCc1c(C)noc1C,1
CNC(=O)c1ccc(-c2sc3nc(N4CCOCC4)c4c(c3c2N)CC(C)(C)OC4)o1,CNC(=O)c1ccc(-c2sc3nc(N4CCOCC4)c4c(c3c2N)CC(C)(C)OC4)o1,1
O=C(O)CC12C[C@H]3C[C@@H](CC(O)(C3)C1)C2,O=C(O)CC12C[C@H]3C[C@@H](CC(O)(C3)C1)C2,0
COc1cc2c(c(OC)c1OC)-c1ccc(O)c(=O)cc1C(NC(C)=O)CC2,COc1cc2c(c(OC)c1OC)-c1ccc(O)c(=O)cc1C(NC(C)=O)CC2,0
COc1ccc2[nH]cc(CCNc3ncncc3-c3cccc(NS(C)(=O)=O)c3)c2c1,COc1ccc2[nH]cc(CCNc3ncncc3-c3cccc(NS(C)(=O)=O)c3)c2c1,1
CCCCc1cc2ccccc2c(OCCN(C)C)n1.Cl,CCCCc1cc2ccccc2c(OCCN(C)C)n1,0
OCCC1CCCCN1,OCCC1CCCCN1,0
Cc1cc2nc3[nH]c4c(Cl)cc(Cl)cc4c3nc2cc1C,Cc1cc2nc3[nH]c4c(Cl)cc(Cl)cc4c3nc2cc1C,0
CCC[N+](=O)[O-],CCC[N+](=O)[O-],0
CC(=O)c1ccccn1,CC(=O)c1ccccn1,0
CCN(CC)C(C)C(=O)c1ccccc1.Cl,CCN(CC)C(C)C(=O)c1ccccc1,0
CCN1C(=O)[C@H]2CC[C@H]3/C(=N\OC[C@@H](O)COCc4ccco4)C[C@@H](O)[C@@H](O)[C@@H]3[C@@H]2C1=O,CCN1C(=O)[C@H]2[C@H]3[C@H](O)[C@H](O)C/C(=N/OC[C@@H](O)COCc4ccco4)[C@@H]3CC[C@@H]2C1=O,0
FC(F)(F)c1cc(NC(=S)N2c3ccccc3-n3cccc3[C@H]2c2cccnc2)cc(C(F)(F)F)c1,FC(F)(F)c1cc(NC(=S)N2c3ccccc3-n3cccc3[C@H]2c2cccnc2)cc(C(F)(F)F)c1,0
CC1CC[C@@]2(C(=O)O)CCC3(C)C(=CCC4[C@]5(C)CC(O)C(O)[C@](C)(CO)C5C(O)C[C@@]43C)C2C1C,CC1CC[C@@]2(C(=O)O)CCC3(C)C(=CCC4[C@]5(C)CC(O)C(O)[C@](C)(CO)C5C(O)C[C@@]43C)C2C1C,0
Cc1ccc(CCNC(=O)C2CC(c3ccccc3[N+](=O)[O-])=NO2)cc1,Cc1ccc(CCNC(=O)C2CC(c3ccccc3[N+](=O)[O-])=NO2)cc1,1
NC(Cc1c[nH]c2ccccc12)C(=O)NCC(=O)O,NC(Cc1c[nH]c2ccccc12)C(=O)NCC(=O)O,0
O=C(c1ccc(C(F)(F)F)cc1)c1c[nH]c(C(=O)NCCCn2ccnc2)c1,O=C(c1ccc(C(F)(F)F)cc1)c1c[nH]c(C(=O)NCCCn2ccnc2)c1,1
COC(=O)c1cccc(C23CC4(C2)[C@@H](c2ccccc2)N(C)C[C@@H]4C3c2ccccc2)c1,COC(=O)c1cccc(C23CC4(C2)[C@H](CN(C)[C@@H]4c2ccccc2)C3c2ccccc2)c1,1
O=C1C2(Cl)C3(Cl)C4(Cl)C(Cl)(Cl)C5(Cl)C3(Cl)C1(Cl)C5(Cl)C24Cl,O=C1C2(Cl)C3(Cl)C4(Cl)C(Cl)(Cl)C5(Cl)C3(Cl)C1(Cl)C5(Cl)C24Cl,1
Cc1nn(C)c(Cl)c1NC(=O)OCc1ccc(Cl)cc1Cl,Cc1nn(C)c(Cl)c1NC(=O)OCc1ccc(Cl)cc1Cl,1
C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@@]21CC,C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@@]21CC,1
CCCCOCCCC,CCCCOCCCC,0
Cc1cc(C)c(S(=O)(=O)NCC23C=CC(O2)C2C(=O)N(c4ccccc4)C(=O)C23)c(C)c1,Cc1cc(C)c(S(=O)(=O)NCC23C=CC(O2)C2C(=O)N(c4ccccc4)C(=O)C23)c(C)c1,1
C[C@@H](C(=O)Nc1ccc2ccccc2c1)[C@@H]1C[C@@]1(C)[C@@H](NS(=O)(=O)c1ccccc1)c1ccccc1,C[C@@H](C(=O)Nc1ccc2ccccc2c1)[C@@H]1C[C@@]1(C)[C@@H](NS(=O)(=O)c1ccccc1)c1ccccc1,0
CCOC(=O)c1cnn(-c2ccc(C(C)C)cc2)c1NC(=O)C1CCC1,CCOC(=O)c1cnn(-c2ccc(C(C)C)cc2)c1NC(=O)C1CCC1,1
COC(=O)[C@H](C)[C@@H]1C[C@@]1(C)[C@@H](NC(=O)OCc1ccccc1)c1ccccc1,COC(=O)[C@H](C)[C@@H]1C[C@@]1(C)[C@@H](NC(=O)OCc1ccccc1)c1ccccc1,1
Cc1ccc(NNS(=O)(=O)c2ccc(C)cc2)cc1,Cc1ccc(NNS(=O)(=O)c2ccc(C)cc2)cc1,1
NC1=C(c2nc(-c3ccc(F)cc3)cs2)C(=O)CN1CCCN1CCOCC1,NC1=C(c2nc(-c3ccc(F)cc3)cs2)C(=O)CN1CCCN1CCOCC1,1
O=C1c2c(O)cc(O)cc2O[C@@H](c2ccc(O)c(O)c2)[C@H]1O,O=C1c2c(O)cc(O)cc2O[C@@H](c2ccc(O)c(O)c2)[C@H]1O,0
CN1[C@@H](C[C@H](O)c2ccccc2)CCC[C@@H]1C[C@@H](O)c1ccccc1,CN1[C@@H](C[C@@H](O)c2ccccc2)CCC[C@@H]1C[C@H](O)c1ccccc1,0
NCCCC(O)(P(=O)(O)O)P(=O)(O)O,NCCCC(O)(P(=O)(O)O)P(=O)(O)O,0
Cc1ccc2c(c1)C1(SCCS1)C(=O)N2,Cc1ccc2c(c1)C1(SCCS1)C(=O)N2,1
CC1=NN(c2ccc(F)cc2)C(=O)C1C(c1cccc(O)c1)c1c(C)nn(-c2ccc(F)cc2)c1O,CC1=NN(c2ccc(F)cc2)C(=O)C1C(c1cccc(O)c1)c1c(C)nn(-c2ccc(F)cc2)c1O,1
O=C(OCCNC(=O)c1ccc2ccccc2n1)c1ccc(F)cc1,O=C(OCCNC(=O)c1ccc2ccccc2n1)c1ccc(F)cc1,1
O=C(O)c1cccc(C[C@@H]2COc3ccc(OCc4nc5cc(F)ccc5s4)cc3[C@@H]2O)c1,O=C(O)c1cccc(C[C@@H]2COc3ccc(OCc4nc5cc(F)ccc5s4)cc3[C@@H]2O)c1,0
N[C@H](CCP(=O)(O)O)C(=O)O,N[C@H](CCP(=O)(O)O)C(=O)O,0
CCOc1cc(S(=O)(=O)N(Cc2ccccc2)Cc2ccccc2)c(OCC)cc1-n1cnnn1,CCOc1cc(S(=O)(=O)N(Cc2ccccc2)Cc2ccccc2)c(OCC)cc1-n1cnnn1,1
COC(=O)[C@@]1(Cc2ccc(OC)cc2)[C@H]2c3cc(C(=O)N4CCCC4)n(Cc4cc(F)cc5c4OCOC5)c3C[C@H]2CN1C(=O)c1ccccc1,COC(=O)[C@@]1(Cc2ccc(OC)cc2)[C@H]2c3cc(C(=O)N4CCCC4)n(Cc4cc(F)cc5c4OCOC5)c3C[C@H]2CN1C(=O)c1ccccc1,1
CO/N=C(/C)CCC(=O)OC[C@@H]1O[C@H](C#Cc2ccccc2)C=C[C@@H]1Oc1ccc(C)cc1,CO/N=C(/C)CCC(=O)OC[C@@H]1O[C@H](C#Cc2ccccc2)C=C[C@@H]1Oc1ccc(C)cc1,1
CC(C)CC(=O)NC1(C(F)(F)F)C(=O)N(Cc2ccccc2)C2=C1C(=O)CC(C)(C)C2,CC(C)CC(=O)NC1(C(F)(F)F)C(=O)N(Cc2ccccc2)C2=C1C(=O)CC(C)(C)C2,1
CC(=O)c1ccc(NC(=O)C2(c3ccccc3)CCOCC2)cc1,CC(=O)c1ccc(NC(=O)C2(c3ccccc3)CCOCC2)cc1,1
CC(C)=C[C@@H]1[C@@H](C(=O)OCc2coc(Cc3ccccc3)c2)C1(C)C,CC(C)=C[C@@H]1[C@@H](C(=O)OCc2coc(Cc3ccccc3)c2)C1(C)C,0
O=c1c(O)c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12,O=c1c(O)c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12,1
COc1ccc2c(c1)/C(=C/c1cnc[nH]1)C(=O)N2,COc1ccc2c(c1)/C(=C/c1cnc[nH]1)C(=O)N2,1
Cc1ccc(S(=O)(=O)NC(=O)NN2CC3CCCC3C2)cc1,Cc1ccc(S(=O)(=O)NC(=O)NN2CC3CCCC3C2)cc1,0
NC(=O)c1ccccc1O,NC(=O)c1ccccc1O,0
COC(=O)CCC(NC(=O)OCc1ccccc1)C(=O)NC(CC(C)C)C(=O)OC,COC(=O)CCC(NC(=O)OCc1ccccc1)C(=O)NC(CC(C)C)C(=O)OC,0
Cc1sc(N)c(C(=O)c2cccc(C(F)(F)F)c2)c1C,Cc1sc(N)c(C(=O)c2cccc(C(F)(F)F)c2)c1C,0
CCOCCCNC(=O)CCS(=O)(=O)Cc1ccc(C)cc1,CCOCCCNC(=O)CCS(=O)(=O)Cc1ccc(C)cc1,0
CCCCN(CCCC)CC(O)c1cc(Cl)cc2c1-c1ccc(Cl)cc1/C2=C/c1ccc(Cl)cc1,CCCCN(CCCC)CC(O)c1cc(Cl)cc2c1-c1ccc(Cl)cc1/C2=C/c1ccc(Cl)cc1,1
COc1cc2c(cc1OC)C(C(=O)Nc1ccc3c(c1)OCCO3)C(c1cccnc1)N(C)C2=O,COc1cc2c(cc1OC)C(C(=O)Nc1ccc3c(c1)OCCO3)C(c1cccnc1)N(C)C2=O,0
CCN1CCCC1Cn1c(-c2ccccc2)nc2c(NC3CCCCC3)nc(C)nc21,CCN1CCCC1Cn1c(-c2ccccc2)nc2c(NC3CCCCC3)nc(C)nc21,1
COc1ccc(NC(=O)COC(=O)c2c3c(nc4ccccc24)CCCC3)cc1,COc1ccc(NC(=O)COC(=O)c2c3c(nc4ccccc24)CCCC3)cc1,1
Cc1ccc(Sc2c([N+](=O)[O-])ncn2C)cc1,Cc1ccc(Sc2c([N+](=O)[O-])ncn2C)cc1,1
COc1ccc(OC)c(N2CC(=O)C(c3nc4ccccc4s3)=C2N)c1,COc1ccc(OC)c(N2CC(=O)C(c3nc4ccccc4s3)=C2N)c1,1
COc1ccc(CN(C(=O)c2cccs2)C(C(=O)NC2CCCCC2)c2ccc3ncccc3c2)cc1,COc1ccc(CN(C(=O)c2cccs2)C(C(=O)NC2CCCCC2)c2ccc3ncccc3c2)cc1,1
COc1ccc([C@@H]2CC(=O)c3c(O)cc(O[C@@H]4O[C@@H](CO[C@@H]5O[C@@H](C)[C@@H](O)[C@@H](O)[C@H]5O)[C@@H](O)[C@@H](O)[C@H]4O)cc3O2)cc1O,COc1ccc([C@@H]2CC(=O)c3c(O)cc(O[C@@H]4O[C@@H](CO[C@@H]5O[C@@H](C)[C@@H](O)[C@@H](O)[C@H]5O)[C@@H](O)[C@@H](O)[C@H]4O)cc3O2)cc1O,0
CSc1cccc(NC(=O)CN(c2ccccc2)S(=O)(=O)N(C)C)c1,CSc1cccc(NC(=O)CN(c2ccccc2)S(=O)(=O)N(C)C)c1,1
CCN(CC)[C@@H](C)CN1c2ccccc2Sc2ccccc21,CCN(CC)[C@@H](C)CN1c2ccccc2Sc2ccccc21,0
C=CCOC(=O)c1ccc(C(=O)OCC=C)c(C(=O)OCC=C)c1,C=CCOC(=O)c1ccc(C(=O)OCC=C)c(C(=O)OCC=C)c1,0
COC(=O)[C@@]1(Cc2ccc(OC)cc2)[C@H]2c3cc(C(=O)N(C)C)n(Cc4ccccc4)c3C[C@H]2CN1C(=O)c1ccccc1,COC(=O)[C@@]1(Cc2ccc(OC)cc2)[C@H]2c3cc(C(=O)N(C)C)n(Cc4ccccc4)c3C[C@H]2CN1C(=O)c1ccccc1,1
CCCC(=O)Nc1cccc(Oc2nc(C)cc(C)c2C#N)c1,CCCC(=O)Nc1cccc(Oc2nc(C)cc(C)c2C#N)c1,1
COc1ccc(S(=O)(=O)N2CCCN(CC(=O)Nc3ccc4c(c3)OCO4)CC2)cc1,COc1ccc(S(=O)(=O)N2CCCN(CC(=O)Nc3ccc4c(c3)OCO4)CC2)cc1,1
C=CCn1c(CCC(=O)O)ccc1-c1ccc(F)cc1,C=CCn1c(CCC(=O)O)ccc1-c1ccc(F)cc1,1
CNC(=S)N(C)C,CNC(=S)N(C)C,0
Fc1ccc(Br)cc1,Fc1ccc(Br)cc1,0
O=C(c1cnccn1)N1CCC2(CC1)CCN(c1ncccn1)CC2,O=C(c1cnccn1)N1CCC2(CC1)CCN(c1ncccn1)CC2,0
CCc1nnc(NC(=O)CSc2nnc(COc3ccccc3)n2Cc2ccccc2)s1,CCc1nnc(NC(=O)CSc2nnc(COc3ccccc3)n2Cc2ccccc2)s1,0
Cn1c(Oc2ccccc2)c(C=O)c2ccccc21,Cn1c(Oc2ccccc2)c(C=O)c2ccccc21,1
O=C(O)C1=CCCN(CCOC(c2ccc(C(F)(F)F)cc2)c2ccc(C(F)(F)F)cc2)C1,O=C(O)C1=CCCN(CCOC(c2ccc(C(F)(F)F)cc2)c2ccc(C(F)(F)F)cc2)C1,0
COC(=O)N1CCC2(CC1)CCN(c1ccccc1)CC2,COC(=O)N1CCC2(CC1)CCN(c1ccccc1)CC2,0
CCC(=O)O[C@@H]1CC(=O)O[C@H](C)CC=CC=C[C@H](O)[C@H](C)C[C@H](CC=O)[C@@H](O[C@H]2O[C@@H](C)[C@@H](O[C@@H]3C[C@](C)(O)[C@H](OC(=O)CC)[C@H](C)O3)[C@@H](N(C)C)[C@@H]2O)[C@@H]1OC,CCC(=O)O[C@@H]1[C@H](C)O[C@H](O[C@H]2[C@@H](N(C)C)[C@H](O)[C@@H](O[C@@H]3[C@@H](CC=O)C[C@@H](C)[C@@H](O)C=CC=CC[C@@H](C)OC(=O)C[C@@H](OC(=O)CC)[C@H]3OC)O[C@H]2C)C[C@]1(C)O,0
COc1cccc(Nc2nc(-c3ccc(O)cc3)cs2)c1,COc1cccc(Nc2nc(-c3ccc(O)cc3)cs2)c1,1
O/N=C/c1cc(Br)ccc1OCc1cccc(F)c1,O/N=C/c1cc(Br)ccc1OCc1cccc(F)c1,1
CCc1ccc2c(c1)c(N=NC1=NC(=O)CS1)c(O)n2CC,CCc1ccc2c(c1)c(N=NC1=NC(=O)CS1)c(O)n2CC,0
COCCN1C(=O)c2ccccc2C(C(=O)Nc2ccc3c(c2)OCCO3)C1c1ccc(F)cc1,COCCN1C(=O)c2ccccc2C(C(=O)Nc2ccc3c(c2)OCCO3)C1c1ccc(F)cc1,0
C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1C[C@@H](O)[C@@H]2O,C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1C[C@@H](O)[C@@H]2O,1
C=C1C2CC[C@@]3(C)C(c4ccoc4)OC(=O)C[C@@]13OC1CC(=O)C(C)(C)C(C(O)C(=O)OC)[C@]12C,C=C1C2CC[C@@]3(C)C(c4ccoc4)OC(=O)C[C@@]13OC1CC(=O)C(C)(C)C(C(O)C(=O)OC)[C@]12C,1
CC(=O)O[C@H]1C[C@@H]2CC[C@@H]3[C@H](CC[C@@]4(C)[C@H]3C[C@H]([N+]3(C)CCCCC3)[C@@H]4OC(C)=O)[C@@]2(C)C[C@@H]1[N+]1(C)CCCCC1.[Br-].[Br-],CC(=O)O[C@H]1C[C@@H]2CC[C@@H]3[C@H](CC[C@@]4(C)[C@H]3C[C@H]([N+]3(C)CCCCC3)[C@@H]4OC(C)=O)[C@@]2(C)C[C@@H]1[N+]1(C)CCCCC1,0
CCn1c(SCC(=O)NC2CCCCC2)nnc1-c1cc2cccc(OC)c2o1,CCn1c(SCC(=O)NC2CCCCC2)nnc1-c1cc2cccc(OC)c2o1,1
CC1(C)[C@@H]2CC[C@@]1(C)C(=O)C2,CC1(C)[C@@H]2CC[C@@]1(C)C(=O)C2,0
O=C(O)c1ccc([N+](=O)[O-])cc1,O=C(O)c1ccc([N+](=O)[O-])cc1,0
C[C@@H](C(=O)NCc1ccccn1)[C@@H]1C[C@@]1(C)[C@@H](NC(=O)OCc1ccccc1)c1ccccc1,C[C@@H](C(=O)NCc1ccccn1)[C@@H]1C[C@@]1(C)[C@@H](NC(=O)OCc1ccccc1)c1ccccc1,1
COC(=O)[C@@]1(Cc2ccc(F)cc2)[C@@H]2C(=CC(=O)[C@H]2CC(=O)C(=O)N(C)C)CN1C(=O)c1ccccc1,COC(=O)[C@@]1(Cc2ccc(F)cc2)[C@@H]2C(=CC(=O)[C@H]2CC(=O)C(=O)N(C)C)CN1C(=O)c1ccccc1,0
CCc1ccccc1NC(=O)C1C(c2ccccc2)C1(Cl)Cl,CCc1ccccc1NC(=O)C1C(c2ccccc2)C1(Cl)Cl,1
Cc1cc(Cl)ccc1OCC(=O)NCc1ccncc1,Cc1cc(Cl)ccc1OCC(=O)NCc1ccncc1,1
COC(=O)N1CCC2(CCCN(C(=O)Nc3cccc(F)c3)C2)CC1,COC(=O)N1CCC2(CCCN(C(=O)Nc3cccc(F)c3)C2)CC1,0
CC(C)c1ccc(-c2nn(-c3ccccc3)cc2C2C(C#N)=C(N)OC3=C2C(=O)CC(C)(C)C3)cc1,CC(C)c1ccc(-c2nn(-c3ccccc3)cc2C2C(C#N)=C(N)OC3=C2C(=O)CC(C)(C)C3)cc1,1
CC1=Nc2ccccc2C1(C)C,CC1=Nc2ccccc2C1(C)C,0
CCCCCCCCCCCCC/C=C\[C@@H](O)[C@@H](N)CO,CCCCCCCCCCCCC/C=C\[C@@H](O)[C@@H](N)CO,1
CCOP(=O)(Cl)Cl,CCOP(=O)(Cl)Cl,0
CCOC(=O)c1c(C)[nH]c(C(=O)CSc2nnc(-c3cccs3)n2Cc2ccccc2)c1C,CCOC(=O)c1c(C)[nH]c(C(=O)CSc2nnc(-c3cccs3)n2Cc2ccccc2)c1C,1
COc1ccc2[nH]c3c(NCCCN4CCCC4=O)ncnc3c2c1,COc1ccc2[nH]c3c(NCCCN4CCCC4=O)ncnc3c2c1,0
CC(C)NNC(=O)c1ccncc1.O=S(=O)(O)O,CC(C)NNC(=O)c1ccncc1,1
COc1cccc(C2C3=C(CC(C)(C)CC3=O)OC(N)=C2[N+](=O)[O-])c1,COc1cccc(C2C3=C(CC(C)(C)CC3=O)OC(N)=C2[N+](=O)[O-])c1,0
COc1ccc(S(=O)(=O)NC(CC(=O)NC2CCCC2)c2ccco2)cc1,COc1ccc(S(=O)(=O)NC(CC(=O)NC2CCCC2)c2ccco2)cc1,1
O=C(O)CCCCC1CCSS1,O=C(O)CCCCC1CCSS1,0
O=S(=O)(O)c1cc(/N=N\c2cccc3ccccc23)c(O)c2ncccc12,O=S(=O)(O)c1cc(/N=N\c2cccc3ccccc23)c(O)c2ncccc12,0
Oc1ccccc1O,Oc1ccccc1O,0
C[Si]1(C)O[Si](C)(C)O[Si](C)(C)O1,C[Si]1(C)O[Si](C)(C)O[Si](C)(C)O1,0
Cn1cc(S(C)=O)c(=O)c2ccc(F)cc21,Cn1cc([S+](C)[O-])c(=O)c2ccc(F)cc21,0
Cc1ccccc1Oc1ccc(-c2nc(N)nc(N)n2)cc1,Cc1ccccc1Oc1ccc(-c2nc(N)nc(N)n2)cc1,0
CSc1nc(C)c(CCOC(=O)c2cccc(C)c2)c(O)n1,CSc1nc(C)c(CCOC(=O)c2cccc(C)c2)c(O)n1,1
OCCN(CCO)c1nc(N2CCCCC2)c2nc(N(CCO)CCO)nc(N3CCCCC3)c2n1,OCCN(CCO)c1nc(N2CCCCC2)c2nc(N(CCO)CCO)nc(N3CCCCC3)c2n1,1
COC(=O)c1c(C)[nH]c(O)c1/C=N/c1ccc(C(C)C)cc1,COC(=O)c1c(C)[nH]c(O)c1/C=N/c1ccc(C(C)C)cc1,0
O=C(Nc1ccc([N+](=O)[O-])cc1)/C(=C/c1cccc([N+](=O)[O-])c1)NC(=O)C1CCCCC1,O=C(Nc1ccc([N+](=O)[O-])cc1)/C(=C/c1cccc([N+](=O)[O-])c1)NC(=O)C1CCCCC1,1
Cc1ccccc1CS(=O)(=O)Cc1ccc(C(=O)NCc2cccnc2)o1,Cc1ccccc1CS(=O)(=O)Cc1ccc(C(=O)NCc2cccnc2)o1,1
CC(C)C[C@@H](CC(=O)N[C@@H](CCC(=O)O)CC(=O)O)NC(=O)[C@@H]1CCCC[C@H]1NC(=O)C[C@@H](NC(=O)C[C@H](Cc1ccccc1)NC(=O)[C@@H]1CCCC[C@H]1N)C(C)C,CC(C)C[C@@H](CC(=O)N[C@@H](CCC(=O)O)CC(=O)O)NC(=O)[C@@H]1CCCC[C@H]1NC(=O)C[C@@H](NC(=O)C[C@H](Cc1ccccc1)NC(=O)[C@@H]1CCCC[C@H]1N)C(C)C,0
Cn1c(SCC(=O)N2CCCC2)nnc1-c1ccc(S(=O)(=O)N2CCCC2)cc1,Cn1c(SCC(=O)N2CCCC2)nnc1-c1ccc(S(=O)(=O)N2CCCC2)cc1,0
Cc1nc(O)c(C(=O)/C=C/c2ccccc2F)c2c1CCCC2,Cc1nc(O)c(C(=O)/C=C/c2ccccc2F)c2c1CCCC2,1
CCC[N+](CCC)(CCC)CCC.[Br-],CCC[N+](CCC)(CCC)CCC,0
O=C(N/N=C/c1c[nH]c2ccc(Br)cc12)c1ccn(Cc2ccc(Cl)cc2)n1,O=C(N/N=C/c1c[nH]c2ccc(Br)cc12)c1ccn(Cc2ccc(Cl)cc2)n1,1
CCNc1nc(Sc2ccc(C)cc2)cc(C(F)(F)F)n1,CCNc1nc(Sc2ccc(C)cc2)cc(C(F)(F)F)n1,1
Cn1cccc1C(=O)N1CCC2(CCCN(c3ncccn3)C2)CC1,Cn1cccc1C(=O)N1CCC2(CCCN(c3ncccn3)C2)CC1,0
Cc1ccc(NCCC(=O)c2ccc(Cl)cc2)cc1C,Cc1ccc(NCCC(=O)c2ccc(Cl)cc2)cc1C,1
CNC(=O)[C@H](C)/C=C/C(NC(=O)OCc1ccccc1)c1ccc(C(=O)OC)cc1,CNC(=O)[C@H](C)/C=C/C(NC(=O)OCc1ccccc1)c1ccc(C(=O)OC)cc1,1
CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc1,CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc1,0
CC1(C)Oc2cc(N)c([N+](=O)[O-])cc2O1,CC1(C)Oc2cc(N)c([N+](=O)[O-])cc2O1,1
C[C@H]1COC(=O)[C@H](Cc2ccccc2)NC(=O)[C@@H](C)COC(=O)[C@H](Cc2ccccc2)NC1=O,C[C@H]1COC(=O)[C@H](Cc2ccccc2)NC(=O)[C@@H](C)COC(=O)[C@H](Cc2ccccc2)NC1=O,0
O=C(c1csnn1)N1CCC2(CC1)CCN(c1ccncc1)CC2,O=C(c1csnn1)N1CCC2(CC1)CCN(c1ccncc1)CC2,0
CC1(C)[C@@H]2CC[C@]1(C)[C@@H](OC(=O)CSC#N)C2,CC1(C)[C@@H]2CC[C@]1(C)[C@@H](OC(=O)CSC#N)C2,0
